consumer_id,2023-01-01 00:00:00,2023-01-01 01:00:00,2023-01-01 02:00:00,2023-01-01 03:00:00,2023-01-01 04:00:00,2023-01-01 05:00:00,2023-01-01 06:00:00,2023-01-01 07:00:00,2023-01-01 08:00:00,2023-01-01 09:00:00,2023-01-01 10:00:00,2023-01-01 11:00:00,2023-01-01 12:00:00,2023-01-01 13:00:00,2023-01-01 14:00:00,2023-01-01 15:00:00,2023-01-01 16:00:00,2023-01-01 17:00:00,2023-01-01 18:00:00,2023-01-01 19:00:00,2023-01-01 20:00:00,2023-01-01 21:00:00,2023-01-01 22:00:00,2023-01-01 23:00:00,2023-01-02 00:00:00,2023-01-02 01:00:00,2023-01-02 02:00:00,2023-01-02 03:00:00,2023-01-02 04:00:00,2023-01-02 05:00:00,2023-01-02 06:00:00,2023-01-02 07:00:00,2023-01-02 08:00:00,2023-01-02 09:00:00,2023-01-02 10:00:00,2023-01-02 11:00:00,2023-01-02 12:00:00,2023-01-02 13:00:00,2023-01-02 14:00:00,2023-01-02 15:00:00,2023-01-02 16:00:00,2023-01-02 17:00:00,2023-01-02 18:00:00,2023-01-02 19:00:00,2023-01-02 20:00:00,2023-01-02 21:00:00,2023-01-02 22:00:00,2023-01-02 23:00:00
MTR_a_04,229.77,230.67,231.42,232.36,233.28,233.54,233.54,233.26,233.31,232.24,231.35,230.09,229.36,228.45,227.53,226.41,225.88,225.01,225.9,225.65,226.79,227.18,227.56,229.22,229.25,231.53,231.73,232.92,233.37,233.41,233.29,233.57,233.26,231.9,230.91,229.91,229.0,227.28,226.55,225.95,225.66,225.95,225.81,226.45,226.27,227.49,228.31,229.21
MTR_a_05,231.84,233.63,234.2,235.39,235.77,236.56,237.02,236.65,235.29,235.44,234.35,233.34,232.61,231.59,230.66,228.96,229.11,229.2,228.67,229.36,229.62,230.94,231.48,231.48,232.99,234.23,235.76,235.24,236.83,236.18,236.81,235.83,235.29,234.33,234.13,233.24,231.75,230.9,229.93,229.12,228.96,228.53,228.76,229.08,229.82,230.91,230.92,231.96
MTR_a_06,230.2,230.9,231.58,232.89,233.52,233.63,233.68,233.25,234.01,233.28,232.02,230.77,229.58,228.2,227.8,227.13,226.18,225.81,225.92,226.56,226.93,226.79,228.46,229.25,229.93,231.87,232.34,233.05,234.03,234.0,233.31,233.7,233.87,232.46,231.19,230.57,229.45,228.06,227.21,226.73,226.14,226.52,226.49,226.97,227.34,227.87,228.87,230.68
MTR_b_01,230.14,231.61,232.55,233.36,233.34,234.11,234.67,234.02,233.31,232.96,232.61,230.88,229.41,229.03,228.34,226.38,227.43,226.43,226.33,226.45,226.92,227.59,228.54,229.84,230.29,231.84,232.84,234.03,233.87,234.03,233.95,233.89,232.92,232.98,231.5,230.99,228.98,228.54,227.66,226.63,225.87,226.74,225.66,226.52,227.52,228.24,229.25,229.68
MTR_b_02,231.17,232.45,233.95,234.58,235.45,234.67,235.26,234.49,234.8,234.26,233.23,231.55,231.8,229.79,229.04,228.14,227.17,227.69,226.85,228.03,228.25,228.97,229.91,230.77,231.89,232.74,233.7,234.06,234.9,236.1,235.39,234.84,234.57,233.39,232.4,231.71,229.99,228.77,229.05,228.04,226.81,226.97,227.2,227.83,228.4,229.52,230.65,231.58
MTR_b_03,230.9,232.25,233.19,234.24,234.89,234.67,234.98,234.87,233.87,233.81,233.32,231.92,230.62,229.93,228.62,227.89,227.64,227.88,227.25,227.3,228.08,229.19,230.03,231.31,231.72,232.62,234.29,235.01,233.99,235.23,235.52,235.58,234.76,233.25,232.08,232.17,230.79,229.14,228.72,228.05,227.13,226.86,227.04,227.32,228.14,229.6,230.42,231.68
MTR_b_04,232.66,233.19,234.84,235.83,235.96,236.24,236.23,236.4,235.89,235.6,235.2,233.37,232.18,231.72,230.54,229.26,229.37,228.71,229.32,229.09,229.25,230.03,231.18,232.05,232.67,234.45,235.03,235.9,236.78,235.85,236.58,236.38,235.38,235.13,234.16,232.91,231.75,230.78,229.74,229.11,228.5,228.29,228.61,229.69,229.89,230.05,231.62,232.27
MTR_b_05,232.68,233.25,234.68,235.33,236.13,236.49,236.29,236.27,235.91,235.43,234.87,233.73,231.67,231.54,230.55,229.39,229.02,228.31,228.88,228.87,229.94,230.04,230.49,231.46,233.36,233.92,235.07,235.64,236.1,236.59,237.09,236.24,235.7,234.85,233.89,233.48,231.39,230.26,229.88,229.14,228.27,228.58,228.56,228.77,229.35,230.7,232.08,232.68
MTR_b_06,230.91,231.93,233.33,234.12,234.98,234.54,235.44,235.33,234.57,233.47,233.53,232.17,230.88,229.65,228.33,228.0,227.15,226.82,227.13,227.55,227.97,228.81,230.3,230.58,232.13,233.09,234.12,234.49,234.02,235.12,235.51,235.0,234.44,233.33,232.42,231.32,230.4,229.2,228.93,227.64,227.4,227.13,226.9,228.13,228.28,230.64,230.69,230.99
MTR_c_01,229.64,230.49,231.77,232.56,233.28,233.43,233.75,233.35,232.92,232.08,231.86,230.78,229.72,228.71,227.36,226.72,225.83,226.29,225.64,225.78,226.66,226.59,228.05,228.12,230.32,230.78,232.33,233.07,233.56,233.93,233.7,233.57,232.52,232.04,231.17,230.12,229.48,227.88,227.51,226.53,226.23,225.34,225.87,225.95,226.85,228.32,227.65,230.0
MTR_c_02,230.89,232.16,232.76,233.49,234.22,234.75,235.11,234.29,234.72,233.43,233.22,232.03,230.08,229.54,227.89,227.78,227.15,227.02,227.07,226.93,228.13,228.02,229.21,230.06,231.79,231.85,233.94,233.45,234.72,235.4,234.34,234.5,234.17,233.51,232.15,231.03,229.91,229.87,227.9,227.71,226.56,226.93,226.85,227.61,227.63,229.13,230.52,230.47
MTR_c_03,229.02,230.73,231.23,231.95,232.9,233.19,233.51,233.62,232.67,232.01,231.47,231.17,228.71,227.59,226.96,226.54,224.49,225.17,225.21,226.27,226.06,226.3,227.93,228.93,230.08,230.73,231.6,232.58,233.13,233.45,233.23,233.37,231.99,231.22,230.53,230.11,229.09,227.02,227.02,226.27,225.76,224.8,225.24,225.22,227.09,227.6,227.33,229.65
MTR_c_04,232.22,232.95,234.02,234.85,235.62,235.9,235.4,236.08,235.82,235.32,233.96,233.1,231.37,231.15,229.21,228.46,229.35,227.98,228.1,228.87,228.84,229.35,229.97,231.73,232.82,233.57,234.77,235.33,235.82,236.29,235.97,235.89,235.08,234.8,232.9,232.84,231.67,230.86,229.08,228.59,228.46,228.01,227.43,228.17,228.7,230.13,231.08,231.7
MTR_c_05,231.39,232.1,233.32,234.47,234.55,235.39,235.5,235.24,234.63,233.61,232.95,231.81,231.09,229.35,229.08,227.98,227.83,227.48,227.2,227.66,228.09,228.2,229.59,229.74,231.65,233.2,233.73,233.46,234.52,235.12,235.19,234.72,234.46,233.8,232.91,231.64,230.61,230.25,228.02,227.63,227.76,227.4,227.26,227.53,228.32,230.07,230.63,231.3
MTR_c_06,230.51,231.08,232.01,232.79,233.68,233.79,234.19,234.38,233.04,232.9,232.38,230.62,229.82,228.94,228.1,227.0,226.38,226.65,226.28,226.65,227.27,227.39,228.48,229.17,231.11,231.96,232.67,233.01,234.03,234.32,233.65,233.89,233.83,232.41,231.97,231.35,229.64,228.02,227.78,226.61,226.54,225.82,226.4,226.97,227.76,228.55,228.16,230.36
MTR_d_01,230.4,231.53,232.96,233.37,234.26,234.93,234.43,234.78,234.2,233.34,232.33,231.4,230.28,230.17,228.68,227.51,227.25,226.95,226.71,227.2,226.92,228.38,229.15,229.69,231.4,231.92,233.53,234.17,234.19,234.45,234.72,234.11,233.22,233.15,232.22,230.99,229.65,229.25,228.03,227.43,226.76,226.51,226.63,227.84,228.1,228.52,230.26,231.07
MTR_d_02,230.62,232.41,233.05,233.78,234.44,234.69,235.29,234.9,233.99,233.86,232.47,231.67,230.62,230.3,228.81,227.51,227.56,227.06,227.12,226.67,227.72,228.65,229.19,230.66,231.3,232.1,233.6,234.14,234.56,235.39,234.19,234.95,234.34,233.53,231.35,231.71,229.55,229.02,228.32,227.86,227.19,227.1,227.2,227.64,228.42,228.52,229.86,231.25
MTR_d_03,231.31,232.54,234.26,234.15,234.25,235.44,234.63,235.43,234.9,234.46,233.95,232.78,230.69,229.48,228.81,228.37,227.95,227.38,227.55,227.38,228.11,229.03,229.96,230.72,232.01,232.48,234.2,234.87,235.25,235.18,235.93,234.77,234.37,233.7,232.82,232.05,231.15,229.41,229.15,227.92,227.88,227.6,227.77,228.39,228.78,229.58,229.87,231.83
MTR_d_04,229.23,230.13,231.21,231.58,232.92,232.95,233.11,233.02,232.36,231.46,230.48,230.38,228.59,227.6,226.62,225.39,225.71,225.15,225.01,225.51,226.14,226.62,227.51,228.06,229.95,231.05,231.21,231.71,232.94,233.65,232.7,231.99,232.04,231.49,230.28,229.4,228.55,227.38,226.55,225.53,224.9,224.8,224.89,225.74,225.8,227.54,228.74,228.82
MTR_d_05,231.48,233.09,233.8,234.24,235.08,235.74,235.08,235.49,234.32,234.27,233.33,232.5,231.57,230.8,229.41,228.35,227.58,227.65,227.14,227.79,227.16,229.46,230.18,231.06,232.2,233.44,234.02,234.22,235.18,235.28,235.52,235.25,234.52,233.74,232.27,231.84,230.29,229.63,229.16,228.89,227.46,227.51,227.59,228.47,228.58,229.12,230.4,230.87
MTR_d_06,229.83,231.13,232.43,233.47,234.3,233.85,234.2,233.9,233.53,232.56,232.2,231.2,229.94,228.72,227.69,226.17,226.37,225.37,226.22,226.18,227.71,227.91,228.41,229.74,230.91,231.06,232.31,233.43,233.65,234.56,233.98,233.28,233.17,232.62,231.69,230.41,229.25,228.54,227.01,226.78,226.17,225.92,226.21,227.11,226.81,228.07,229.16,229.97
MTR_e_01,229.19,230.8,231.35,231.93,233.23,233.95,233.58,233.26,232.34,232.05,231.06,230.33,229.6,228.04,227.16,226.56,225.51,225.51,225.74,226.06,226.17,226.75,227.71,228.98,229.18,230.37,231.92,232.97,233.33,232.78,234.02,233.23,232.91,231.59,230.81,229.99,229.13,227.65,226.49,226.07,225.6,225.81,225.04,225.44,227.26,227.9,228.74,229.82
MTR_e_02,231.47,232.24,232.8,233.88,235.0,234.91,234.68,235.18,234.86,233.77,233.31,231.87,230.96,229.59,228.26,229.23,228.28,226.81,227.44,227.64,228.26,228.56,230.1,230.93,231.71,233.0,234.02,235.34,234.95,235.46,235.17,235.22,233.94,233.58,232.16,231.48,230.59,229.31,228.37,228.09,227.31,227.02,227.42,228.02,228.71,229.1,230.55,231.53
MTR_e_03,231.27,232.19,233.57,234.47,234.76,235.52,235.83,235.05,234.14,234.05,234.1,232.75,231.35,230.51,228.56,229.09,227.5,227.21,227.47,227.6,227.8,229.24,229.58,230.84,232.18,232.76,234.25,235.21,235.68,235.61,235.1,234.82,234.41,233.81,233.5,231.94,230.99,229.15,229.13,228.02,227.73,227.39,227.73,228.38,228.51,229.45,231.45,231.65
MTR_e_04,229.26,230.12,232.09,232.46,233.15,233.63,233.26,233.56,232.82,232.13,231.46,230.5,229.36,228.49,227.66,226.61,225.8,225.15,225.74,226.01,226.17,226.76,228.03,229.79,229.68,231.31,232.41,232.77,232.65,233.55,233.78,233.36,232.71,232.21,230.78,230.56,229.11,227.75,226.81,226.27,225.32,225.67,225.87,225.97,226.28,227.19,228.26,229.74
MTR_e_05,229.88,230.85,232.17,232.42,233.05,233.95,233.98,234.0,233.32,232.26,231.92,230.8,229.04,228.63,227.59,226.61,226.17,225.74,225.93,226.42,226.47,227.47,228.06,229.15,230.12,230.78,232.19,232.98,233.39,233.51,233.62,233.44,233.02,232.44,231.73,229.62,228.88,227.62,227.11,226.55,225.91,225.34,226.12,226.4,227.09,227.6,228.84,229.41
MTR_e_06,231.76,232.89,233.42,234.1,235.12,235.49,235.13,235.01,235.07,233.63,233.11,232.44,231.11,230.35,228.79,228.6,227.7,227.86,227.29,228.14,228.28,229.32,230.88,230.42,231.51,233.5,234.46,235.53,234.88,236.28,235.46,234.99,234.25,233.21,233.2,231.64,230.79,229.75,228.9,227.74,228.24,228.04,227.16,227.86,228.8,229.21,231.19,231.38
MTR_f_01,232.18,232.52,233.36,234.99,235.7,235.81,235.2,236.0,234.96,234.95,233.07,232.49,231.37,230.74,230.26,228.68,227.79,227.52,226.98,227.91,228.52,229.77,229.77,231.31,231.83,233.23,233.73,235.46,235.85,235.07,235.3,235.29,235.29,234.22,233.09,231.91,230.51,229.92,229.25,227.93,227.58,227.43,227.22,228.22,229.17,229.77,230.64,231.94
MTR_f_02,229.86,231.37,232.01,232.57,233.63,234.02,234.46,233.7,233.08,233.01,231.93,231.62,230.37,228.98,227.48,227.56,226.74,226.19,226.42,226.38,227.12,227.46,228.91,229.33,230.35,231.62,233.27,232.72,233.74,234.65,234.07,233.69,233.14,232.08,232.54,230.67,228.89,227.98,227.46,226.7,225.81,226.21,226.44,227.11,227.63,228.09,229.1,230.43
MTR_f_03,230.39,231.62,232.66,233.53,234.86,234.92,234.02,234.75,234.07,233.58,232.39,231.76,230.74,229.79,228.29,227.74,226.43,226.57,225.89,226.84,227.97,228.78,229.32,230.52,231.37,232.52,232.97,234.67,234.86,234.32,234.87,233.36,234.11,232.69,233.12,231.4,229.39,228.93,228.34,227.42,226.81,226.75,226.62,227.16,228.42,229.16,230.18,230.58
MTR_f_04,229.99,230.72,231.82,233.25,233.18,233.67,233.35,234.17,233.17,232.38,231.73,230.9,229.62,228.13,227.38,226.89,226.68,225.45,225.8,226.18,226.04,226.8,228.13,229.52,230.6,230.78,232.44,232.55,233.19,233.66,233.99,233.48,232.23,231.81,231.43,230.18,228.52,227.45,227.11,226.35,225.45,225.68,225.67,226.26,227.12,227.86,228.55,229.84
MTR_f_05,231.73,233.29,233.97,234.66,235.08,235.37,235.75,236.05,234.91,234.91,233.51,232.43,231.37,230.16,228.92,229.25,228.31,227.86,227.95,227.69,228.84,229.22,230.0,230.36,232.21,232.85,234.56,235.42,235.92,235.86,235.74,234.9,235.44,234.65,232.92,231.64,231.29,229.68,229.36,228.74,227.58,227.95,228.31,228.3,228.62,229.55,231.11,231.25
MTR_f_06,232.32,234.39,234.28,235.71,236.1,236.31,236.61,236.85,235.81,235.85,234.32,233.22,232.73,231.59,230.39,229.98,229.15,229.12,229.14,228.75,229.87,230.64,230.8,231.56,233.22,233.8,235.08,236.45,237.0,236.85,237.05,235.96,235.71,235.3,233.67,233.21,231.91,230.93,229.89,228.55,228.88,228.47,229.36,228.95,229.67,231.01,232.07,232.29
MTR_g_01,229.29,230.68,231.03,231.83,232.17,232.4,233.9,233.7,232.4,231.84,230.82,229.8,229.56,227.76,226.91,225.85,225.37,225.28,224.99,225.62,225.91,226.46,227.2,228.83,228.96,230.41,231.55,231.88,232.98,233.32,232.98,233.3,231.24,230.51,230.13,228.82,228.98,227.87,226.07,225.67,225.19,225.62,225.44,225.62,226.63,227.55,227.85,228.81
MTR_g_02,232.87,234.19,234.15,235.99,236.01,236.91,237.05,236.37,236.46,235.59,235.1,233.43,231.89,231.73,230.27,228.55,228.78,229.44,229.5,228.62,229.89,230.12,230.74,232.77,232.97,234.95,235.24,235.89,236.48,236.66,236.93,235.68,236.02,234.61,233.71,232.32,232.4,231.19,229.56,229.9,229.6,229.03,229.23,229.89,230.2,231.16,231.98,232.52
MTR_g_03,230.63,232.79,233.45,233.55,234.62,235.25,235.63,234.93,235.2,233.44,232.93,231.45,231.31,229.49,228.28,228.3,227.07,227.02,227.16,226.96,228.14,228.27,229.68,230.84,231.71,232.37,233.62,234.31,234.47,235.1,235.06,234.83,234.45,233.9,232.06,231.3,230.17,229.44,228.74,227.61,227.17,226.98,227.28,227.91,227.78,228.81,229.98,231.15
MTR_g_04,231.59,233.09,234.07,234.45,235.39,235.6,236.6,235.43,235.08,233.95,233.91,232.46,230.98,230.69,229.83,228.6,228.15,228.52,227.85,228.04,228.62,229.49,230.32,231.06,231.76,233.1,233.9,235.04,235.74,235.33,235.52,235.23,234.37,233.55,232.89,231.65,231.01,230.5,229.01,228.46,228.12,227.64,228.1,228.18,228.64,229.63,231.1,232.32
MTR_g_05,230.59,231.29,231.95,232.91,233.5,232.81,234.7,233.99,233.53,232.5,231.46,230.82,230.57,228.92,227.63,227.24,226.37,226.73,226.3,226.31,226.74,227.88,228.64,229.15,230.32,231.27,232.48,233.54,233.9,234.17,233.76,233.39,232.91,232.23,230.94,230.26,229.38,228.51,227.26,226.37,226.32,225.84,226.66,226.03,227.18,228.05,228.54,230.34
MTR_g_06,232.16,232.78,234.36,234.33,235.19,235.53,236.43,235.17,235.08,234.22,233.93,232.17,231.36,230.35,229.17,228.57,227.76,228.06,227.9,227.75,228.41,229.61,230.4,231.45,232.38,232.77,234.27,235.02,235.66,235.46,235.26,234.5,234.99,233.73,233.17,231.54,230.81,230.03,228.91,228.52,228.61,227.4,227.62,228.73,228.92,229.72,231.19,231.55
MTR_h_01,231.16,231.84,232.36,233.72,234.14,235.27,235.41,234.58,233.93,233.78,232.97,230.42,230.84,229.33,228.53,228.16,227.81,226.92,227.18,227.78,227.37,227.77,229.49,230.12,230.89,231.96,233.73,234.08,234.19,235.14,234.8,233.69,234.03,232.78,232.43,230.56,230.44,228.86,228.11,227.18,226.68,227.28,226.59,227.05,228.01,228.23,228.97,230.87
MTR_h_02,231.37,232.0,232.67,234.07,234.13,234.64,235.47,234.88,234.45,233.48,232.94,231.39,230.79,229.47,229.15,227.95,226.78,226.87,227.02,227.29,227.81,228.35,229.28,230.68,232.05,232.32,233.41,234.26,234.54,235.47,234.93,234.52,234.68,232.7,232.15,231.38,230.19,229.23,228.28,227.63,227.35,227.35,227.37,227.37,227.97,229.07,228.99,230.91
MTR_h_03,231.07,233.17,234.03,234.61,235.01,234.86,235.77,235.88,234.83,234.21,233.55,232.0,231.04,230.1,229.48,228.89,228.28,227.41,227.77,228.1,228.26,228.51,229.85,230.83,232.22,232.93,234.75,234.68,235.05,235.88,235.62,235.2,235.07,233.49,233.46,232.03,231.27,229.14,229.39,227.66,227.67,228.49,227.87,227.88,228.99,229.54,230.09,231.81
MTR_h_04,230.02,230.83,231.3,232.11,232.65,232.73,233.18,233.62,232.82,232.25,231.37,230.04,229.83,227.89,227.5,226.07,225.51,225.95,225.49,226.24,226.03,226.42,227.39,229.08,230.56,230.69,232.01,232.81,233.27,232.86,232.8,232.95,232.57,231.57,230.91,229.09,228.49,227.06,226.79,226.09,226.02,225.2,226.19,226.24,226.86,227.0,228.6,229.67
MTR_h_05,229.48,230.1,231.32,231.98,232.89,233.3,232.47,233.11,232.87,231.97,230.84,229.7,228.73,227.74,227.7,226.02,224.94,225.53,225.28,224.96,225.85,226.46,227.63,228.38,230.02,230.18,231.51,232.1,233.37,232.87,232.94,232.86,232.71,231.74,230.01,229.28,228.09,227.38,227.02,225.19,225.09,224.9,225.54,225.69,226.4,226.46,228.36,228.51
MTR_h_06,229.82,230.67,232.16,232.31,233.09,233.27,233.47,233.48,233.39,232.3,231.48,230.35,229.48,228.56,227.6,226.53,225.54,226.42,225.85,225.89,226.83,227.21,227.76,228.99,230.23,230.39,232.02,233.06,234.0,233.47,233.46,233.93,232.97,232.23,230.87,229.92,228.92,228.3,227.11,226.28,225.31,225.71,225.91,225.46,226.91,227.4,228.84,229.64
MTR_i_01,231.33,231.72,232.96,234.48,234.24,235.36,235.06,234.84,234.4,234.05,233.12,231.9,230.62,230.15,228.44,227.98,227.37,226.73,226.77,226.95,228.08,228.83,230.02,230.48,231.53,232.41,233.7,234.58,235.06,234.99,234.61,235.01,233.56,232.81,232.65,231.25,230.51,229.42,228.96,227.52,227.38,227.08,227.21,227.92,228.06,228.59,230.23,231.34
MTR_i_02,232.35,233.73,234.59,234.98,235.77,235.96,236.56,236.17,235.18,235.35,234.23,232.88,232.33,230.35,230.2,229.49,228.8,228.09,228.37,228.71,228.97,230.13,230.83,231.46,232.8,233.79,234.41,235.65,236.09,236.13,236.46,235.64,235.35,234.92,234.28,232.82,231.45,230.48,229.63,229.37,228.74,229.08,228.21,228.6,230.52,229.94,231.44,232.85
MTR_i_03,229.99,231.09,231.71,232.38,233.07,233.59,233.76,233.97,232.56,232.96,231.81,230.06,229.3,229.06,227.91,227.17,225.65,225.7,225.88,226.15,226.76,227.15,228.45,229.76,230.17,231.77,232.47,233.3,233.35,233.91,233.54,234.24,232.88,231.91,231.35,229.83,229.96,227.53,227.28,226.92,226.55,226.13,226.4,226.16,226.46,227.38,229.57,229.77
MTR_i_04,232.36,233.71,235.0,235.52,235.59,236.16,237.13,236.54,236.5,235.68,234.11,232.98,232.58,230.61,230.53,229.7,229.18,227.68,228.54,229.65,229.13,230.54,230.84,231.46,233.49,234.76,234.74,236.39,235.75,235.83,236.78,235.98,235.19,234.71,233.95,232.57,232.0,231.1,230.01,230.04,228.95,228.79,228.96,229.19,230.28,230.9,231.7,232.68
MTR_i_05,230.78,230.93,232.64,233.39,234.4,234.89,234.53,234.18,233.14,233.47,232.55,230.79,229.53,229.6,228.14,227.08,226.82,225.82,226.68,226.0,227.63,227.95,229.96,229.58,230.92,231.49,232.5,233.86,233.87,234.26,234.52,234.04,232.96,232.23,231.95,231.09,229.8,228.75,227.64,226.99,226.99,226.06,226.08,227.6,227.49,228.5,229.16,230.74
MTR_i_06,230.98,232.38,233.84,234.07,234.79,235.73,235.24,234.98,234.7,234.05,233.9,232.3,230.97,230.37,229.47,228.02,228.09,226.84,227.83,227.5,228.06,228.99,230.76,230.42,231.63,232.57,234.09,234.6,235.29,234.96,235.03,234.47,234.17,233.26,232.43,231.8,230.74,230.39,228.73,227.14,227.09,227.12,227.62,227.96,228.26,229.67,230.34,231.36
MTR_j_01,231.82,233.03,234.27,235.13,235.37,235.41,236.11,235.63,235.42,233.98,232.83,232.08,231.53,230.45,230.0,229.26,228.47,227.62,227.76,228.12,228.64,229.05,230.48,231.56,232.34,233.8,234.35,234.18,235.5,235.88,235.85,235.28,234.95,233.5,232.74,232.35,230.41,230.36,229.28,229.01,228.91,227.86,228.15,228.34,229.15,229.4,231.07,231.77
MTR_j_02,232.03,234.41,234.27,234.74,236.11,235.97,236.63,236.15,235.85,235.44,233.47,233.13,232.08,231.61,230.36,229.04,229.47,228.35,228.86,228.72,228.98,229.73,231.24,231.89,232.86,233.45,234.73,235.7,235.85,236.74,236.13,236.28,234.8,234.1,233.46,233.28,231.16,230.64,230.19,229.37,229.31,228.04,228.98,229.15,229.89,230.09,231.61,231.75
MTR_j_03,231.95,232.82,233.8,234.03,235.52,235.56,235.83,234.82,234.97,234.1,233.05,232.45,232.21,230.85,230.01,228.46,227.74,227.34,228.12,228.18,228.77,228.98,229.87,231.27,231.91,233.76,234.04,234.48,235.03,235.42,235.38,235.53,234.32,233.56,233.03,231.54,231.27,229.22,229.82,227.95,227.47,228.0,228.04,228.61,228.98,230.19,230.71,232.18
MTR_j_04,230.29,231.23,232.53,233.25,234.12,233.84,234.09,233.81,233.82,232.62,231.7,231.42,229.59,229.12,228.12,226.91,226.27,226.27,226.49,225.86,226.72,228.09,229.11,230.15,231.23,231.94,232.93,233.59,233.69,234.18,233.78,233.67,233.47,232.12,231.97,230.57,229.54,229.09,226.84,226.89,226.81,226.23,226.28,227.29,227.47,228.94,229.21,229.75
MTR_j_05,230.77,232.12,233.38,232.95,234.94,234.81,234.95,234.94,234.7,233.65,232.73,232.14,230.68,230.1,229.44,228.32,227.36,227.35,226.77,227.41,227.94,228.7,229.05,231.05,231.36,232.83,233.58,234.76,235.19,234.89,234.56,234.91,233.04,233.41,232.57,231.71,230.54,228.86,228.85,227.41,227.07,226.93,227.22,228.19,228.88,228.86,230.33,231.59
MTR_j_06,228.48,230.3,231.32,231.72,233.75,233.13,233.22,233.16,231.94,231.64,231.14,229.95,228.38,227.31,226.52,225.42,225.02,224.8,225.19,225.04,225.47,226.5,227.5,228.57,230.02,230.57,231.42,231.98,232.77,233.77,232.29,232.85,231.89,231.62,230.6,229.09,228.42,227.23,226.73,225.4,225.49,225.21,225.38,225.71,226.24,227.32,227.7,229.44
MTR_k_01,232.25,232.73,234.37,234.38,235.24,235.87,236.61,235.63,235.89,234.88,233.81,233.82,231.29,230.98,229.77,229.41,228.89,228.03,228.02,228.04,228.94,229.05,230.36,231.52,232.32,233.83,234.36,235.68,235.31,236.0,235.94,236.2,235.33,233.97,233.22,232.21,231.27,230.25,229.44,228.39,229.06,228.44,228.56,228.03,229.43,229.68,230.78,231.83
MTR_k_02,230.66,231.43,233.57,233.53,234.1,234.69,234.58,235.15,234.2,233.71,232.9,232.28,230.87,229.25,228.53,227.68,227.54,226.38,227.15,226.93,227.47,227.61,228.57,230.71,231.08,232.23,233.45,234.03,234.84,234.79,234.76,233.9,233.34,233.32,232.31,231.27,230.58,229.04,228.73,227.76,226.81,226.7,227.56,226.84,227.66,228.62,229.45,230.21
MTR_k_03,232.15,233.17,234.29,235.24,235.81,235.87,236.35,236.56,235.82,234.56,234.04,233.81,232.21,231.39,230.0,229.26,229.38,228.06,227.97,228.69,228.9,229.4,230.46,232.06,232.95,234.15,234.38,235.28,236.2,236.07,236.44,236.17,235.27,234.87,233.96,233.09,231.18,231.09,229.77,229.22,228.77,228.42,228.99,228.03,230.33,230.61,231.35,231.92
MTR_k_04,231.2,232.34,233.72,234.34,235.5,235.44,236.15,235.83,235.15,234.2,233.85,233.01,231.87,230.64,228.68,228.51,228.07,227.52,227.79,228.33,228.93,228.77,230.15,231.28,232.27,233.47,234.41,235.36,234.83,235.58,236.46,235.51,235.11,234.1,233.31,231.89,230.37,230.45,229.3,228.4,228.18,227.91,228.24,228.41,229.14,229.03,230.83,231.68
MTR_k_05,231.8,232.91,233.45,234.19,235.26,234.88,235.82,235.46,235.57,234.28,233.36,232.6,231.73,230.51,229.04,229.29,228.28,227.65,227.83,227.71,228.17,228.64,230.31,230.83,231.69,233.12,233.52,234.59,235.66,235.39,235.68,235.58,234.69,234.44,232.61,231.85,230.41,230.25,229.8,228.46,228.36,227.42,227.36,228.05,228.89,229.31,230.97,231.14
MTR_k_06,232.24,232.33,234.23,234.24,235.91,235.97,236.05,236.46,235.68,234.88,233.51,233.25,232.27,230.37,229.85,228.57,228.34,227.99,228.28,228.17,228.71,229.5,230.9,231.69,232.44,233.64,235.15,235.45,236.31,236.16,236.33,235.77,235.32,234.28,233.46,232.75,230.94,230.43,229.26,228.51,229.0,228.22,227.78,228.06,229.44,229.73,231.07,231.87
MTR_l_01,232.11,232.54,233.7,235.09,235.59,236.07,236.21,235.75,235.21,234.24,233.58,232.65,231.53,231.24,230.26,229.58,228.51,227.97,228.4,228.78,229.5,229.82,230.94,231.27,232.68,233.14,234.85,235.42,236.49,235.7,236.26,235.92,234.55,234.49,233.19,232.53,231.33,230.51,229.19,228.23,228.95,227.84,228.89,228.18,229.8,229.87,231.01,232.5
MTR_l_02,231.1,232.1,233.41,234.26,235.1,235.37,235.75,235.66,234.56,234.43,233.77,232.25,230.85,230.24,228.97,228.01,228.02,227.63,227.94,227.87,228.24,229.18,229.84,231.45,231.98,232.92,234.15,234.74,234.8,235.71,235.43,235.31,234.23,233.42,232.56,231.71,231.01,229.81,228.23,227.38,227.5,228.12,227.31,228.92,228.79,229.6,230.24,231.56
MTR_l_03,231.51,233.23,234.66,235.91,236.01,236.87,236.16,236.57,236.13,234.77,234.54,232.82,232.55,231.1,230.39,230.14,229.34,229.24,229.35,229.31,229.37,230.23,231.39,232.44,233.41,234.13,235.48,235.75,236.45,236.07,236.25,236.66,235.59,235.04,233.58,232.4,231.32,230.72,229.92,229.34,229.32,227.87,228.61,228.76,228.94,230.88,231.62,232.88
